"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Javelin","PHB'24","215","none","Weapon, Simple Weapon, Melee Weapon","","1d6 Piercing","Thrown (30/120 ft.)","Mastery: Slow","2 lb.","5 SP","Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"Jet","DMG'24","214","none","Treasure (Gemstone)","","","","","","100 GP","A deep black gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Jeweled anklet","DMG'24","215","none","Treasure (Art Object)","","","","","","2,500 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Jeweled gold crown","DMG'24","215","none","Treasure (Art Object)","","","","","","7,500 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Jeweled platinum ring","DMG'24","215","none","Treasure (Art Object)","","","","","","7,500 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Jeweler's Tools","PHB'24","220","none","Artisan's Tools","","","","","2 lb.","25 GP","Ability: IntelligenceUtilize: Discern a gem's value (DC 15)Craft: Arcane Focus, Holy SymbolArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Jug","PHB'24","226","none","Adventuring Gear","","","","","4 lb.","2 CP","A Jug holds up to 1 gallon."
"Keelboat","PHB'24","230","none","Vehicle (Water)","","Speed: 1 mphCarrying Capacity: 1/2 ton cargo, 6 passengersCrew 1, AC 15, HP 100, Damage Threshold 10","","","","3,000 GP","Speed. A ship sailing against a strong wind moves at half speed. In a dead calm (no wind), waterborne ships can't move under sail and must be rowed. Keelboats and Rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A Rowboat can be carried and weighs 100 pounds. Crew. A ship larger than a Keelboat or Rowboat needs a crew of skilled hirelings (see ""Services"") to function. The minimum number of skilled hirelings needed to crew a ship depends on the type of ship. Passengers. The number of Small and Medium passengers the ship can accommodate using hammocks. A ship outfitted with private accommodations can carry one-fifth as many passengers. A passenger usually pays 5 SP per day for a hammock, but prices can vary from ship to ship. A small private cabin usually costs 2 GP per day. Damage Threshold. See the rules glossary. Ship Repair. Repairs to a damaged ship can be made while the vessel is berthed. Repairing 1 Hit Point of damage requires 1 day and costs 20 GP for materials and labor. If the repairs are made in a location where supplies and skilled labor are abundant, such as a city shipyard, the repair time and cost are halved."
"Ladder","PHB'24","226","none","Adventuring Gear","","","","","25 lb.","1 SP","A Ladder is 10 feet tall. You must climb to move up or down it."
"Lamp","PHB'24","226","none","Adventuring Gear","","","","","1 lb.","5 SP","A Lamp burns Oil as fuel to cast Bright Light in a 15-foot radius and Dim Light for an additional 30 feet."
"Lance","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d10 Piercing","Heavy, Reach, Two‑Handed (unless mounted)","Mastery: Topple","6 lb.","10 GP","A Lance requires two hands to wield when you aren't mounted. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"Lapis Lazuli","DMG'24","214","none","Treasure (Gemstone)","","","","","","10 GP","A light and dark blue with yellow flecks gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Laser Pistol","DMG'24","73","none","Weapon, Futuristic, Martial Weapon, Ranged Weapon, Firearm","","3d6 Radiant","Ammunition (40/120 ft.; Energy Cell), Reload (50 shots)","Mastery: Vex","2 lb.","","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. Firearm Bullets are destroyed upon use in a modern firearm. Futuristic firearms use Energy Cells that become depleted but could possibly be recharged with the proper equipment, at the GM's discretion. Reload. You can make a limited number of shots with a Reload weapon. You must then reload the weapon as an action or a Bonus Action. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Laser Rifle","DMG'24","73","none","Weapon, Futuristic, Martial Weapon, Ranged Weapon, Firearm","","3d8 Radiant","Ammunition (100/300 ft.; Energy Cell), Reload (30 shots), Two‑Handed","Mastery: Slow","7 lb.","","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. Firearm Bullets are destroyed upon use in a modern firearm. Futuristic firearms use Energy Cells that become depleted but could possibly be recharged with the proper equipment, at the GM's discretion. Reload. You can make a limited number of shots with a Reload weapon. You must then reload the weapon as an action or a Bonus Action. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"Leather Armor","PHB'24","219","none","Light Armor","","AC 11 + Dex","","","10 lb.","10 GP",""
"Leatherworker's Tools","PHB'24","221","none","Artisan's Tools","","","","","5 lb.","5 GP","Ability: DexterityUtilize: Add a design to a leather item (DC 10)Craft: Sling, Whip, Hide Armor, Leather Armor, Studded Leather Armor, Backpack, Crossbow Bolt Case, Map or Scroll Case, Parchment, Pouch, Quiver, WaterskinArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Light Crossbow","PHB'24","215","none","Weapon, Simple Weapon, Ranged Weapon","","1d8 Piercing","Ammunition (Range 80/320 ft.; Bolt), Loading, Two‑Handed","Mastery: Slow","5 lb.","25 GP","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Loading. You can fire only one piece of ammunition from a Loading weapon when you use an action, a Bonus Action, or a Reaction to fire it, regardless of the number of attacks you can normally make. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"Light Hammer","PHB'24","215","none","Weapon, Simple Weapon, Melee Weapon","","1d4 Bludgeoning","Light, Thrown (20/60 ft.)","Mastery: Nick","2 lb.","2 GP","Light. When you take the Attack action on your turn and attack with a Light weapon, you can make one extra attack as a Bonus Action later on the same turn. That extra attack must be made with a different Light weapon, and you don't add your ability modifier to the extra attack's damage unless that modifier is negative. For example, you can attack with a Shortsword in one hand and a Dagger in the other using the Attack action and a Bonus Action, but you don't add your Strength or Dexterity modifier to the damage roll of the Bonus Action unless that modifier is negative. Thrown. If a weapon has the Thrown property, you can throw the weapon to make a ranged attack, and you can draw that weapon as part of the attack. If the weapon is a Melee weapon, use the same ability modifier for the attack and damage rolls that you use for a melee attack with that weapon. Mastery: Nick. When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
"Linen (1 sq. yd.)","DMG'24","213","none","Trade Good","","","","","","5 GP","Merchants commonly exchange trade goods without using currency."
"Lock","PHB'24","226","none","Adventuring Gear","","","","","1 lb.","10 GP","A Lock comes with a key. Without the key, a creature can use Thieves' Tools to pick this Lock with a successful DC 15 Dexterity (Sleight of Hand) check."
"Lolth's Sting","DMG'24","91","none","Adventuring Gear, Poison (Injury)","","","","","","200 GP","A creature subjected to Lolth's Sting must succeed on a DC 13 Constitution saving throw or have the Poisoned condition for 1 hour. If the creature fails the save by 5 or more, the creature also has the Unconscious condition while Poisoned in this way. The creature wakes up if it takes damage or if another creature takes an action to shake it awake."
"Longbow","PHB'24","215","none","Weapon, Martial Weapon, Ranged Weapon","","1d8 Piercing","Ammunition (Range 150/600 ft.; Arrow), Heavy, Two‑Handed","Mastery: Slow","2 lb.","50 GP","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"Longship","PHB'24","230","none","Vehicle (Water)","","Speed: 3 mphCarrying Capacity: 10 tons cargo, 150 passengersCrew 40, AC 15, HP 300, Damage Threshold 15","","","","10,000 GP","Speed. A ship sailing against a strong wind moves at half speed. In a dead calm (no wind), waterborne ships can't move under sail and must be rowed. Keelboats and Rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A Rowboat can be carried and weighs 100 pounds. Crew. A ship larger than a Keelboat or Rowboat needs a crew of skilled hirelings (see ""Services"") to function. The minimum number of skilled hirelings needed to crew a ship depends on the type of ship. Passengers. The number of Small and Medium passengers the ship can accommodate using hammocks. A ship outfitted with private accommodations can carry one-fifth as many passengers. A passenger usually pays 5 SP per day for a hammock, but prices can vary from ship to ship. A small private cabin usually costs 2 GP per day. Damage Threshold. See the rules glossary. Ship Repair. Repairs to a damaged ship can be made while the vessel is berthed. Repairing 1 Hit Point of damage requires 1 day and costs 20 GP for materials and labor. If the repairs are made in a location where supplies and skilled labor are abundant, such as a city shipyard, the repair time and cost are halved."
"Longsword","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d8 Slashing","Versatile (1d10)","Mastery: Sap","3 lb.","15 GP","Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"Lute","PHB'24","221","none","Instrument","","","","","2 lb.","35 GP","Ability: CharismaUtilize: Play a known tune (DC 10), or improvise a song (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Lyre","PHB'24","221","none","Instrument","","","","","2 lb.","30 GP","Ability: CharismaUtilize: Play a known tune (DC 10), or improvise a song (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Mace","PHB'24","215","none","Weapon, Simple Weapon, Melee Weapon","","1d6 Bludgeoning","","Mastery: Sap","4 lb.","5 GP","Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"Magnifying Glass","PHB'24","226","none","Adventuring Gear","","","","","","100 GP","A Magnifying Glass grants Advantage on any ability check made to appraise or inspect a highly detailed item. Lighting a fire with a Magnifying Glass requires light as bright as sunlight to focus, tinder to ignite, and about 5 minutes for the fire to ignite."
"Malachite","DMG'24","214","none","Treasure (Gemstone)","","","","","","10 GP","A striated light and dark green gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Malice","DMG'24","91","none","Adventuring Gear, Poison (Inhaled)","","","","","","250 GP","A creature subjected to Malice must succeed on a DC 15 Constitution saving throw or have the Poisoned condition for 1 hour. The creature also has the Blinded condition while Poisoned in this way."
"Manacles","PHB'24","226","none","Adventuring Gear","","","","","6 lb.","2 GP","As a Utilize action, you can use Manacles to bind an unwilling Small or Medium creature within 5 feet of yourself that has the Grappled, Incapacitated, or Restrained condition if you succeed on a DC 13 Dexterity (Sleight of Hand) check. While bound, a creature has Disadvantage on attack rolls, and the creature is Restrained if the Manacles are attached to a chain or hook that is fixed in place. Escaping the Manacles requires a successful DC 20 Dexterity (Sleight of Hand) check as an action. Bursting them requires a successful DC 25 Strength (Athletics) check as an action.Each set of Manacles comes with a key. Without the key, a creature can use Thieves' Tools to pick the Manacles' lock with a successful DC 15 Dexterity (Sleight of Hand) check."
"Map","PHB'24","227","none","Adventuring Gear","","","","","","1 GP","If you consult an accurate Map, you gain a +5 bonus to Wisdom (Survival) checks you make to find your way in the place represented on it."
"Map or Scroll Case","PHB'24","224","none","Adventuring Gear","","","","","1 lb.","1 GP","A Map or Scroll Case holds up to 10 sheets of paper or 5 sheets of parchment."
"Mason's Tools","PHB'24","221","none","Artisan's Tools","","","","","8 lb.","10 GP","Ability: StrengthUtilize: Chisel a symbol or hole in stone (DC 10)Craft: Block and TackleArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Mastiff","PHB'24","229","none","Mount","","Speed: 40, Carrying Capacity: 195 lb.","","","","25 GP",""
"Maul","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","2d6 Bludgeoning","Heavy, Two‑Handed","Mastery: Topple","10 lb.","10 GP","Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Topple. If you hit a creature with this weapon, you can force the creature to make a Constitution saving throw (DC 8 plus the ability modifier used to make the attack roll and your Proficiency Bonus). On a failed save, the creature has the Prone condition."
"Midnight Tears","DMG'24","91","none","Adventuring Gear, Poison (Ingested)","","","","","","1,500 GP","A creature that ingests Midnight Tears suffers no effect until the stroke of midnight. Any effect that ends the Poisoned condition neutralizes this poison. If the poison hasn't been neutralized before midnight, the creature makes a DC 17 Constitution saving throw, taking 31 (9d6) Poison damage on a failed save or half as much damage on a successful one."
"Military Saddle","PHB'24","230","none","Tack and Harness","","","","","30 lb.","20 GP","A saddle comes with a bit, a bridle, reins, and any other equipment needed to use the saddle. A Military Saddle gives Advantage on any ability check you make to remain mounted."
"Mirror","PHB'24","227","none","Adventuring Gear","","","","","½ lb.","5 GP","A handheld steel Mirror is useful for personal cosmetics but also for peeking around corners and reflecting light as a signal."
"Moonstone","DMG'24","214","none","Treasure (Gemstone)","","","","","","50 GP","A white with pale-blue glow gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Morningstar","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d8 Piercing","","Mastery: Sap","4 lb.","15 GP","Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"Moss Agate","DMG'24","214","none","Treasure (Gemstone)","","","","","","10 GP","A pink or yellow white with mossy gray or green markings gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Mule","PHB'24","229","none","Mount","","Speed: 40, Carrying Capacity: 420 lb.","","","","8 GP",""
"Musical Instrument","PHB'24","221","none","Instrument","","","","","","","If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too.Multiple variations of this item exist, as listed below:BagpipesDrumDulcimerFluteHornLuteLyrePan FluteShawmViol"
"Musket","PHB'24","215","none","Weapon, Martial Weapon, Ranged Weapon, Firearm","","1d12 Piercing","Ammunition (Range 40/120 ft.; Firearm Bullet), Loading, Two‑Handed","Mastery: Slow","10 lb.","500 GP","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Loading. You can fire only one piece of ammunition from a Loading weapon when you use an action, a Bonus Action, or a Reaction to fire it, regardless of the number of attacks you can normally make. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"Navigator's Tools","PHB'24","221","none","Tool","","","","","2 lb.","25 GP","Ability: WisdomUtilize: Plot a course (DC 10), or determine position by stargazing (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Necklace string of small pink pearls","DMG'24","215","none","Treasure (Art Object)","","","","","","2,500 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Needle","PHB'24","222","none","Ammunition","","","","","0.32 oz.","2 CP","Blowgun needles are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.Needles are typically stored in a Pouch (bought separately)."
"Needles (50)","PHB'24","222","none","Ammunition","","","","","1 lb.","1 GP","Blowgun needles are used with a weapon that has the ammunition property to make a ranged attack. Each time you attack with the weapon, you expend one piece of ammunition. Drawing the ammunition from a quiver, case, or other container is part of the attack (you need a free hand to load a one-handed weapon). At the end of the battle, you can recover half your expended ammunition by taking a minute to search the battlefield.Needles are typically stored in a Pouch (bought separately)."
"Net","PHB'24","227","none","Adventuring Gear","","","","","3 lb.","1 GP","When you take the Attack action, you can replace one of your attacks with throwing a Net. Target a creature you can see within 15 feet of yourself. The target must succeed on a Dexterity saving throw (DC 8 plus your Dexterity modifier and Proficiency Bonus) or have the Restrained condition until it escapes. The target succeeds automatically if it is Huge or larger.To escape, the target or a creature within 5 feet of it must take an action to make a DC 10 Strength (Athletics) check, freeing the Restrained creature on a success. Destroying the Net (AC 10; 5 HP; Immunity to Bludgeoning, Poison, and Psychic damage) also frees the target, ending the effect."
"Obsidian","DMG'24","214","none","Treasure (Gemstone)","","","","","","10 GP","A black gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Obsidian statuette with gold fittings and inlay","DMG'24","215","none","Treasure (Art Object)","","","","","","750 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Oil","PHB'24","227","none","Adventuring Gear","","","","","1 lb.","1 SP","You can douse a creature, object, or space with Oil or use it as fuel, as detailed below. Dousing a Creature or an Object. When you take the Attack action, you can replace one of your attacks with throwing an Oil flask. Target one creature or object within 20 feet of yourself. The target must succeed on a Dexterity saving throw (DC 8 plus your Dexterity modifier and Proficiency Bonus) or be covered in oil. If the target takes Fire damage before the oil dries (after 1 minute), the target takes an extra 5 Fire damage from burning oil. Dousing a Space. You can take the Utilize action to pour an Oil flask on level ground to cover a 5-foot-square area within 5 feet of yourself. If lit, the oil burns until the end of the turn 2 rounds from when the oil was lit (or 12 seconds) and deals 5 Fire damage to any creature that enters the area or ends its turn there. A creature can take this damage only once per turn. Fuel. Oil serves as fuel for Lamps and Lanterns. Once lit, a flask of Oil burns for 6 hours in a Lamp or Lantern. That duration doesn't need to be consecutive; you can extinguish the burning Oil (as a Utilize action) and rekindle it again until it has burned for a total of 6 hours."
"Oil of Taggit","DMG'24","91","none","Adventuring Gear, Poison (Contact)","","","","","","400 GP","A creature subjected to Oil of Taggit must succeed on a DC 13 Constitution saving throw or have the Poisoned condition for 24 hours. The creature also has the Unconscious condition while Poisoned in this way. It wakes up if it takes damage."
"Old masterpiece painting","DMG'24","215","none","Treasure (Art Object)","","","","","","2,500 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Onyx","DMG'24","214","none","Treasure (Gemstone)","","","","","","50 GP","A bands of black and white, or pure black or white gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Opal","DMG'24","214","none","Treasure (Gemstone)","","","","","","1,000 GP","A pale blue with green and golden mottling gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Orb","PHB'24","224","none","Spellcasting Focus","","","","","3 lb.","20 GP","An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus."
"Ox","DMG'24","213","none","Trade Good","","","","","","15 GP","Merchants commonly exchange trade goods without using currency."
"Padded Armor","PHB'24","219","none","Light Armor","","AC 11 + Dex","","","8 lb.","5 GP","The wearer has Disadvantage on Dexterity (Stealth) checks."
"Painted gold war mask","DMG'24","215","none","Treasure (Art Object)","","","","","","750 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Painter's Supplies","PHB'24","221","none","Artisan's Tools","","","","","5 lb.","10 GP","Ability: WisdomUtilize: Paint a recognizable image of something you've seen (DC 10)Craft: Druidic Focus, Holy SymbolArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Pair of engraved bone dice","DMG'24","215","none","Treasure (Art Object)","","","","","","25 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Pale Tincture","DMG'24","91","none","Adventuring Gear, Poison (Ingested)","","","","","","250 GP","A creature subjected to Pale Tincture must succeed on a DC 16 Constitution saving throw or take 3 (1d6) Poison damage and have the Poisoned condition. The Poisoned creature repeats the save every 24 hours, taking 3 (1d6) Poison damage on a failed save. The damage the poison deals can't be healed by any means while the creature remains Poisoned. After seven successful saves against the poison, the creature is no longer Poisoned."
"Pan Flute","PHB'24","221","none","Instrument","","","","","2 lb.","12 GP","Ability: CharismaUtilize: Play a known tune (DC 10), or improvise a song (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Paper","PHB'24","227","none","Adventuring Gear","","","","","","2 SP","One sheet of Paper can hold about 250 handwritten words."
"Parchment","PHB'24","227","none","Adventuring Gear","","","","","","1 SP","One sheet of Parchment can hold about 250 handwritten words."
"Pearl","DMG'24","214","none","Treasure (Gemstone)","","","","","","100 GP","A lustrous white, yellow, or pink gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Pepper","DMG'24","213","none","Trade Good","","","","","1 lb.","2 GP","Merchants commonly exchange trade goods without using currency."
"Perfume","PHB'24","227","none","Adventuring Gear","","","","","","5 GP","Perfume comes in a 4-ounce vial. For 1 hour after applying Perfume to yourself, you have Advantage on Charisma (Persuasion) checks made to influence an Indifferent Humanoid within 5 feet of yourself."
"Peridot","DMG'24","214","none","Treasure (Gemstone)","","","","","","500 GP","A rich olive green gemstone.Gemstones are small, lightweight, and easily secured compared to their same value in coins."
"Pig","DMG'24","213","none","Trade Good","","","","","","3 GP","Merchants commonly exchange trade goods without using currency."
"Pike","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d10 Piercing","Heavy, Reach, Two‑Handed","Mastery: Push","18 lb.","5 GP","Heavy. You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Two-Handed. A Two-Handed weapon requires two hands when you attack with it. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
"Pistol","PHB'24","215","none","Weapon, Martial Weapon, Ranged Weapon, Firearm","","1d10 Piercing","Ammunition (Range 30/90 ft.; Firearm Bullet), Loading","Mastery: Vex","3 lb.","250 GP","Range. A Range weapon has a range in parentheses after the Ammunition or Thrown property. The range lists two numbers. The first is the weapon's normal range in feet, and the second is the weapon's long range. When attacking a target beyond normal range, you have Disadvantage on the attack roll. You can't attack a target beyond the long range. Ammunition. You can use a weapon that has the Ammunition property to make a ranged attack only if you have ammunition to fire from it. The type of ammunition required is specified with the weapon's range. Each attack expends one piece of ammunition. Drawing the ammunition is part of the attack (you need a free hand to load a one-handed weapon). After a fight, you can spend 1 minute to recover half the ammunition (round down) you used in the fight; the rest is lost. Loading. You can fire only one piece of ammunition from a Loading weapon when you use an action, a Bonus Action, or a Reaction to fire it, regardless of the number of attacks you can normally make. Mastery: Vex. If you hit a creature with this weapon and deal damage to the creature, you have Advantage on your next attack roll against that creature before the end of your next turn."
"Plate Armor","PHB'24","219","none","Heavy Armor","","AC 18","","","65 lb.","1,500 GP","The wearer has Disadvantage on Dexterity (Stealth) checks.If the wearer has a Strength score lower than 15, their speed is reduced by 10 feet."
"Platinum","DMG'24","213","none","Trade Good","","","","","1 lb.","500 GP","Merchants commonly exchange trade goods without using currency."
"Platinum bracelet set with an emerald","DMG'24","215","none","Treasure (Art Object)","","","","","","2,500 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Playing Cards","PHB'24","221","none","Gaming Set","","","","","","5 SP","Ability: WisdomUtilize: Discern whether someone is cheating (DC 10), or win the game (DC 20)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Poisoner's Kit","PHB'24","221","none","Tool","","","","","2 lb.","50 GP","Ability: IntelligenceUtilize: Detect a poisoned object (DC 10)Craft: Basic PoisonIf you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
